slug,spread,deep_ratio,deep_bid,deep_ask,up_ask,down_ask,winner,mid_price_up
btc-updown-5m-1772214000,0.06999999999999995,0.009708923020376601,56.0,5711.89,0.97,0.1,Up,0.935
btc-updown-5m-1772215800,0.06999999999999995,1.0,384.74,0.0,0.98,0.09,Up,0.9450000000000001
btc-updown-5m-1772217000,0.12,0.03998396782696122,294.28999999999996,7065.91,0.96,0.16,Up,0.8999999999999999
btc-updown-5m-1772222700,0.040000000000000036,1.0,210.0,0.0,0.99,0.05,Up,0.97
btc-updown-5m-1772224200,0.47,0.2797630773675847,213.02,548.41,0.57,0.9,Down,0.33499999999999996
btc-updown-5m-1772236200,0.32999999999999996,1.0,25.0,0.0,0.98,0.35,Up,0.815
btc-updown-5m-1772237100,0.24000000000000002,0.9920215324758828,8454.94,68.0,0.28,0.96,Down,0.16
btc-updown-5m-1772238000,0.08,0.0,0.0,36.019999999999996,0.09,0.99,Down,0.049999999999999996
btc-updown-5m-1772244600,0.42,0.34065934065934067,155.0,300.0,0.5,0.92,Down,0.29
btc-updown-5m-1772247000,0.08999999999999997,1.0,21.93,0.0,0.98,0.11,Up,0.935
btc-updown-5m-1772251800,0.30000000000000004,0.028399493775557023,112.65,3853.9700000000003,0.79,0.51,Up,0.64
btc-updown-5m-1772257500,0.04999999999999999,0.3336345311739765,48.0,95.87,0.32,0.73,Down,0.29500000000000004
btc-updown-5m-1772275500,0.10999999999999999,0.035674840929305174,73.0,1973.26,0.84,0.27,Down,0.7849999999999999
btc-updown-5m-1772281500,0.21,0.0,0.0,21.9,0.22,0.99,Down,0.115
btc-updown-5m-1772290500,0.31999999999999995,0.11471709284683416,62.0,478.46,0.6,0.72,Down,0.44
btc-updown-5m-1772303100,0.07,0.950439002335074,13537.73,705.93,0.11,0.96,Down,0.075
btc-updown-5m-1772306400,0.04,0.0,0.0,22.55,0.05,0.99,Down,0.030000000000000002
btc-updown-5m-1772310900,0.07999999999999999,0.8677162609655493,448.08,68.31,0.18,0.9,Down,0.14
btc-updown-5m-1772321400,0.12,0.9772522482729377,1106.23,25.75,0.21,0.91,Down,0.15
btc-updown-5m-1772322900,0.05000000000000002,0.9511492147236267,389.40999999999997,20.0,0.17,0.88,Down,0.14500000000000002
btc-updown-5m-1772339700,0.04,0.0,0.0,255.22,0.05,0.99,Down,0.030000000000000002
btc-updown-5m-1772344500,0.12,0.931255481346556,552.16,40.760000000000005,0.48,0.64,Up,0.42
btc-updown-5m-1772346900,0.13,0.9066982108531717,490.56,50.480000000000004,0.71,0.42,Down,0.645
btc-updown-5m-1772349600,0.10999999999999999,1.0,70.82,0.0,0.98,0.13,Up,0.925
btc-updown-5m-1772362500,0.04000000000000001,0.9888253400652194,2920.11,33.0,0.14,0.9,Down,0.12000000000000001
btc-updown-5m-1772363400,0.22999999999999998,0.56992230854606,61.620000000000005,46.5,0.51,0.72,Up,0.395
btc-updown-5m-1772370600,0.04,0.0,0.0,31.43,0.05,0.99,Down,0.030000000000000002
btc-updown-5m-1772372100,0.05,0.9813492360746974,14148.74,268.9,0.1,0.95,Down,0.07500000000000001
btc-updown-5m-1772376900,0.15000000000000002,0.7398833190888484,199.11,70.0,0.45,0.7,Up,0.375
btc-updown-5m-1772378700,0.06000000000000005,0.12,15.0,110.0,0.66,0.4,Up,0.63
btc-updown-5m-1772397300,0.07,0.9434651292216686,4526.34,271.23,0.26,0.81,Down,0.225
btc-updown-5m-1772399100,0.30999999999999994,0.0011429346697720505,16.68,14577.329999999998,0.96,0.35,Up,0.8049999999999999
btc-updown-5m-1772404500,0.24,0.020619177038099346,20.56,976.57,0.8,0.44,Up,0.68
btc-updown-5m-1772417700,0.33999999999999997,0.0,0.0,45.75,0.35,0.99,Down,0.18
btc-updown-5m-1772423100,0.1,0.9234088181980648,361.69,30.0,0.22,0.88,Up,0.16999999999999998
btc-updown-5m-1772434200,0.16,0.9704956824578981,10171.28,309.22,0.26,0.9,Down,0.18
btc-updown-5m-1772436600,0.18999999999999995,0.8421052631578947,320.0,60.0,0.59,0.6,Down,0.495
btc-updown-5m-1772446800,0.06999999999999995,0.0041024954056237675,49.0,11894.95,0.97,0.1,Up,0.935
btc-updown-5m-1772448300,0.040000000000000036,1.0,31.0,0.0,0.99,0.05,Up,0.97
btc-updown-5m-1772451000,0.06,0.9571868295867922,1436.6799999999998,64.25999999999999,0.37,0.69,Up,0.33999999999999997
btc-updown-5m-1772457000,0.06999999999999995,0.1456446924387718,87.18,511.4,0.6,0.47,Down,0.565
btc-updown-5m-1772463000,0.07999999999999999,0.9759724387613341,5402.3099999999995,133.0,0.15,0.93,Down,0.11
btc-updown-5m-1772472300,0.18999999999999995,0.5729150489206398,73.78,55.0,0.74,0.45,Up,0.645
btc-updown-5m-1772479200,0.05,0.9813572490845159,16028.4,304.49,0.1,0.95,Down,0.07500000000000001
btc-updown-5m-1772480100,0.07,0.9368742978920241,9073.74,611.38,0.27,0.8,Down,0.23500000000000001
btc-updown-5m-1772487300,0.17999999999999994,0.005367645028577739,68.03999999999999,12607.91,0.96,0.22,Up,0.87
btc-updown-5m-1772494500,0.08000000000000007,0.2739407878418905,607.45,1610.0,0.68,0.4,Down,0.64
btc-updown-5m-1772499000,0.14,1.0,66.0,0.0,0.98,0.16,Up,0.9099999999999999
btc-updown-5m-1772502300,0.21000000000000008,0.44054446931153346,2448.74,3109.7,0.9,0.31,Up,0.7949999999999999
btc-updown-5m-1772513700,0.08000000000000002,0.9466936715303699,892.77,50.27,0.52,0.56,Down,0.48
btc-updown-5m-1772518500,0.16000000000000003,0.9868470499812101,2100.7999999999997,28.0,0.45,0.71,Down,0.37
btc-updown-5m-1772519100,0.12,0.9698609297185585,675.77,21.0,0.52,0.6,Up,0.46
btc-updown-5m-1772521200,0.16000000000000003,0.23005767441860464,309.14,1034.61,0.85,0.31,Up,0.77
btc-updown-5m-1772522700,0.18999999999999995,0.7909411118217771,878.0,232.07,0.47,0.72,Down,0.375
btc-updown-5m-1772525100,0.13,0.8763250883392226,806.0,113.75,0.22,0.91,Down,0.155
btc-updown-5m-1772525700,0.06,0.8658648310697882,1398.77,216.69,0.15,0.91,Down,0.12
btc-updown-5m-1772526900,0.04,0.0,0.0,677.86,0.05,0.99,Down,0.030000000000000002
btc-updown-5m-1772538000,0.05999999999999994,1.0,249.0,0.0,0.99,0.07,Up,0.96
btc-updown-5m-1772538900,0.13,0.1565820661002956,587.9499999999999,3166.95,0.74,0.39,Up,0.675
btc-updown-5m-1772540400,0.1399999999999999,0.7852085219608641,4249.47,1162.4299999999998,0.82,0.32,Down,0.75
btc-updown-5m-1772541300,0.28,0.5966746234257964,507.43,343.0,0.78,0.5,Up,0.64
btc-updown-5m-1772542200,0.19999999999999996,0.5575335800795844,641.71,509.27,0.7,0.5,Up,0.6
btc-updown-5m-1772561100,0.18999999999999995,0.044553942505842666,116.1,2489.73,0.94,0.25,Up,0.845
btc-updown-5m-1772568900,0.13,0.2079101066531234,98.25,374.31,0.33,0.8,Up,0.265
btc-updown-5m-1772578500,0.08999999999999997,0.4276100529774721,1979.95,2650.32,0.89,0.2,Up,0.845
btc-updown-5m-1772578800,0.08999999999999997,1.0,218.44,0.0,0.99,0.1,Up,0.9450000000000001
btc-updown-5m-1772580600,0.08,0.0,0.0,167.60999999999999,0.11,0.97,Down,0.07
btc-updown-5m-1772583900,0.040000000000000036,1.0,354.12,0.0,0.99,0.05,Up,0.97
btc-updown-5m-1772586300,0.37,0.16520392359318534,368.0,1859.55,0.85,0.52,Down,0.665
btc-updown-5m-1772589000,0.04,0.0,0.0,215.26,0.05,0.99,Down,0.030000000000000002
btc-updown-5m-1772589300,0.08000000000000002,0.9953187921009224,12961.32,60.96,0.4,0.68,Up,0.36
btc-updown-5m-1772592900,0.21999999999999997,0.0312753308758635,365.0,11305.54,0.96,0.26,Up,0.85
btc-updown-5m-1772596200,0.33999999999999997,0.0735195530726257,46.06,580.44,0.9,0.44,Down,0.73
btc-updown-5m-1772600400,0.040000000000000036,1.0,277.38,0.0,0.99,0.05,Up,0.97
btc-updown-5m-1772604600,0.040000000000000036,1.0,64.75,0.0,0.99,0.05,Down,0.97
btc-updown-5m-1772605200,0.11000000000000004,0.10148987131084318,50.0,442.65999999999997,0.56,0.55,Up,0.505
btc-updown-5m-1772606700,0.10999999999999999,0.06566511525455532,321.96000000000004,4581.1,0.9,0.21,Down,0.845
btc-updown-5m-1772607300,0.07000000000000006,0.05454983342030267,122.31,2119.8599999999997,0.93,0.14,Up,0.895
btc-updown-5m-1772609400,0.12999999999999995,0.21601924304489906,511.0,1854.53,0.58,0.55,Up,0.515
btc-updown-5m-1772612400,0.15000000000000002,0.8892692468911555,127.29,15.850000000000001,0.55,0.6,Up,0.47500000000000003
btc-updown-5m-1772621400,0.07999999999999996,1.0,94.2,0.0,0.99,0.09,Up,0.95
btc-updown-5m-1772629200,0.08,0.9893715142169508,10984.24,118.0,0.11,0.97,Down,0.07
btc-updown-5m-1772630100,0.17999999999999994,0.5312249157168084,165.45,146.0,0.7,0.48,Up,0.61
btc-updown-5m-1772647500,0.09999999999999999,0.9304293983186308,3411.01,255.05,0.21,0.89,Down,0.16
btc-updown-5m-1772652600,0.08999999999999997,0.4478428073548852,74.53,91.89,0.59,0.5,Up,0.5449999999999999
btc-updown-5m-1772656200,0.050000000000000044,0.5533465585647749,256.62,207.14,0.87,0.18,Up,0.845
btc-updown-5m-1772658900,0.04999999999999993,0.01806099988028083,457.10999999999996,24852.12,0.95,0.1,Up,0.925
btc-updown-5m-1772660700,0.11,0.9139081012834565,11415.16,1075.33,0.16,0.95,Down,0.10500000000000001
btc-updown-5m-1772668500,0.04999999999999999,0.9121261045859574,740.09,71.3,0.29,0.76,Up,0.265
btc-updown-5m-1772672100,0.12999999999999998,0.8664029214850882,113.88,17.56,0.3,0.83,Down,0.235
btc-updown-5m-1772676600,0.22000000000000008,0.24181854788452872,1261.12,3954.03,0.91,0.31,Up,0.8
btc-updown-5m-1772687400,0.09999999999999998,0.23171006650884907,246.66,817.8599999999999,0.88,0.22,Up,0.8300000000000001
btc-updown-5m-1772689500,0.06,0.9796898245328007,2403.62,49.83,0.16,0.9,Down,0.13
btc-updown-5m-1772689800,0.07999999999999996,0.8981117812361341,1093.02,124.0,0.62,0.46,Up,0.5800000000000001
btc-updown-5m-1772690100,0.07999999999999996,0.11747248598890729,202.27,1519.58,0.7,0.38,Up,0.6599999999999999
btc-updown-5m-1772693700,0.10000000000000009,0.3303079941334451,346.83,703.19,0.93,0.17,Up,0.88
btc-updown-5m-1772694900,0.050000000000000044,0.370120084765717,471.57,802.53,0.89,0.16,Up,0.865
btc-updown-5m-1772703000,0.06,0.2977801840822956,22.0,51.88,0.4,0.66,Down,0.37
btc-updown-5m-1772739600,0.16999999999999998,0.07535795026375283,184.0,2257.68,0.29,0.88,Up,0.205
btc-updown-5m-1772740500,0.14,0.42991831408723724,569.99,755.8199999999999,0.28,0.86,Down,0.21000000000000002
btc-updown-5m-1772741100,0.12,0.13613861386138615,55.0,349.0,0.43,0.69,Down,0.37
btc-updown-5m-1772743800,0.18,0.9740238087298676,584.2,15.58,0.31,0.87,Down,0.22
btc-updown-5m-1772744700,0.08000000000000007,0.8098859315589354,213.0,50.0,0.55,0.53,Up,0.51
btc-updown-5m-1772745600,0.13,0.038250461607326036,164.07,4125.29,0.76,0.37,Up,0.6950000000000001
btc-updown-5m-1772748000,0.10999999999999999,0.6666666666666666,44.0,22.0,0.3,0.81,Down,0.245
btc-updown-5m-1772748300,0.040000000000000036,0.008843454707440501,88.74,9945.8,0.73,0.31,Up,0.71
btc-updown-5m-1772752500,0.04999999999999993,0.45109505158051527,163.54000000000002,199.0,0.85,0.2,Up,0.825
btc-updown-5m-1772752800,0.04,0.0,0.0,285.89,0.05,0.99,Down,0.030000000000000002
btc-updown-5m-1772754600,0.41000000000000003,0.328333365970196,167.67,343.0,0.8,0.61,Up,0.595
btc-updown-5m-1772756400,0.15000000000000002,0.9138348483561295,860.54,81.14,0.89,0.26,Up,0.815
btc-updown-5m-1772765100,0.17,0.8933375786038367,1122.3,134.0,0.26,0.91,Down,0.175
btc-updown-5m-1772766000,0.18,0.5090628615503278,66.0,63.65,0.47,0.71,Down,0.38
btc-updown-5m-1772766900,0.14,0.7911496458336855,3743.91,988.33,0.2,0.94,Up,0.13
btc-updown-5m-1772774700,0.09,0.0,0.0,629.67,0.12,0.97,Down,0.075
btc-updown-5m-1772776800,0.19,0.35395982197091014,320.5,584.97,0.48,0.71,Down,0.385
btc-updown-5m-1772780100,0.48000000000000004,0.022915926700606448,17.42,742.75,0.91,0.57,Up,0.67
btc-updown-5m-1772783400,0.53,0.8026723797711,142.37,35.0,0.75,0.78,Up,0.485
btc-updown-5m-1772786400,0.26,0.7670886075949367,151.5,46.0,0.75,0.51,Down,0.62
btc-updown-5m-1772794500,0.37,0.9479019034718756,13296.220000000001,730.78,0.42,0.95,Down,0.235
btc-updown-5m-1772839500,0.33999999999999997,0.49924829092559503,352.0,353.06,0.7,0.64,Up,0.53
btc-updown-5m-1772839800,0.08000000000000007,0.028926815157651144,29.0,973.53,0.68,0.4,Down,0.64
btc-updown-5m-1772841600,0.30000000000000004,0.8799890650628758,1577.31,215.11,0.4,0.9,Down,0.25
btc-updown-5m-1772842800,0.51,0.5758673225090323,661.47,487.18,0.88,0.63,Down,0.625
btc-updown-5m-1772844000,0.10999999999999999,1.0,300.0,0.0,0.99,0.12,Up,0.935
btc-updown-5m-1772848800,0.09000000000000008,0.007138746955216261,132.0,18358.64,0.8,0.29,Down,0.755
btc-updown-5m-1772850600,0.37,0.007700734281282878,71.0,9148.9,0.97,0.4,Up,0.7849999999999999
btc-updown-5m-1772852400,0.07999999999999996,1.0,723.0,0.0,0.99,0.09,Up,0.95
btc-updown-5m-1772865300,0.27,0.6081312760225325,49.66,32.0,0.46,0.81,Up,0.325
btc-updown-5m-1772866500,0.16,0.3788926072684054,3321.85,5445.41,0.2,0.96,Down,0.12000000000000001
