slug,token_bought,entry_price,fee,cost,payout,pnl,winner,won,imbalance,spread,mid_price
btc-updown-5m-1771779300,Down,0.5405,0.00018503381768296797,0.540685033817683,1.0,4.593149661823171,Down,True,-0.5722149564749948,0.039749999999999994,0.479375
btc-updown-5m-1771788600,Up,0.47333333333333333,0.00016325478397432095,0.47349658811730766,1.0,5.265034118826923,Up,True,0.46254466752723417,0.06666666666666668,0.44
btc-updown-5m-1771790700,Up,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Up,True,0.6171586117418101,0.020000000000000018,0.51
btc-updown-5m-1771826100,Up,0.51,0.00017676475330500002,0.510176764753305,1.0,4.89823235246695,Up,True,0.4039012165057911,0.020000000000000018,0.5
btc-updown-5m-1771837200,Up,0.49766666666666665,0.00017262060616798368,0.4978392872728346,1.0,5.021607127271654,Up,True,0.5545542610138097,0.02766666666666667,0.4838333333333333
btc-updown-5m-1771839900,Down,0.56,0.00018869587968,0.56018869587968,0.0,-5.6018869587968005,Up,False,-0.4373345757019738,0.02200000000000001,0.45099999999999996
btc-updown-5m-1771843500,Down,0.51,0.00017676475330500002,0.510176764753305,1.0,4.89823235246695,Down,True,-0.40591424638616047,0.020000000000000018,0.5
btc-updown-5m-1771856700,Up,0.5385714285714286,0.00018460007720786783,0.5387560286486365,1.0,4.612439713513635,Up,True,0.40613445764834727,0.020000000000000018,0.5285714285714286
btc-updown-5m-1771877400,Up,0.5333333333333334,0.00018335920987654325,0.53351669254321,0.0,-5.3351669254321,Down,False,0.6788592394337347,0.03611111111111114,0.5152777777777778
btc-updown-5m-1771879800,Up,0.5337500000000001,0.00018346124520097004,0.533933461245201,1.0,4.66066538754799,Up,True,0.7113650318520353,0.02437500000000002,0.5215625
btc-updown-5m-1771887600,Up,0.545,0.0001859967189904688,0.5451859967189905,1.0,4.548140032810095,Up,True,0.4252628484192121,0.030000000000000027,0.53
btc-updown-5m-1771893900,Down,0.5742307692307693,0.00019050260037336157,0.5744212718311427,0.0,-5.744212718311426,Up,False,-0.6222608213474873,0.11000000000000004,0.405
btc-updown-5m-1771897800,Up,0.5876,0.0001915030334594518,0.5877915030334595,0.0,-5.877915030334595,Down,False,0.5171570531682004,0.04279999999999994,0.5661999999999999
btc-updown-5m-1771902600,Up,0.5629411764705883,0.00018913060729985635,0.5631303070778881,0.0,-5.631303070778881,Down,False,0.44266429299293136,0.03823529411764703,0.5438235294117647
btc-updown-5m-1771906500,Up,0.5497435897435897,0.00018693615867662245,0.5499305259022663,0.0,-5.499305259022663,Down,False,0.5866313151700042,0.02794871794871795,0.5357692307692308
btc-updown-5m-1771910700,Up,0.5650000000000001,0.00018941607822234378,0.5651894160782224,1.0,4.3481058392177765,Up,True,0.614945890445064,0.04785714285714283,0.5410714285714285
btc-updown-5m-1771928100,Down,0.5353333333333334,0.00018384375415221715,0.5355171770874857,0.0,-5.355171770874857,Up,False,-0.4216302875805298,0.02222222222222223,0.47888888888888886
btc-updown-5m-1771934400,Down,0.50625,0.00017555059632825854,0.5064255505963282,1.0,4.935744494036718,Down,True,-0.40401889448124184,0.02250000000000002,0.505
btc-updown-5m-1771947000,Down,0.5280952380952381,0.00018202810876111623,0.5282772662039992,1.0,4.717227337960008,Down,True,-0.4619269525096173,0.020952380952380972,0.48238095238095235
btc-updown-5m-1771960500,Up,0.5302127659574468,0.00018257694904591748,0.5303953429064927,0.0,-5.3039534290649275,Down,False,0.5120965393328685,0.025531914893617044,0.5174468085106383
btc-updown-5m-1771967400,Up,0.5244827586206897,0.00018105860424730714,0.524663817224937,1.0,4.75336182775063,Up,True,0.4868613506867485,0.020000000000000018,0.5144827586206897
btc-updown-5m-1771972800,Down,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Down,True,-0.4501913597705434,0.020000000000000018,0.49
btc-updown-5m-1771975200,Up,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Up,True,0.5463836255163526,0.025000000000000022,0.5075000000000001
btc-updown-5m-1771976100,Up,0.5042857142857143,0.00017489840495294313,0.5044606126906673,1.0,4.9553938730933265,Up,True,0.4076530812770739,0.021428571428571446,0.4935714285714286
btc-updown-5m-1771977000,Up,0.5231250000000001,0.00018068351043909085,0.5233056835104392,0.0,-5.233056835104391,Down,False,0.5924643306704902,0.02312500000000002,0.5115625
btc-updown-5m-1771984200,Up,0.51,0.00017676475330500002,0.510176764753305,0.0,-5.10176764753305,Down,False,0.6407915578872421,0.030000000000000027,0.49499999999999994
btc-updown-5m-1771985400,Down,0.5490909090909091,0.00018681155099833168,0.5492777206419074,0.0,-5.492777206419074,Up,False,-0.5086981660870935,0.034444444444444465,0.4683333333333333
btc-updown-5m-1771992600,Down,0.52,0.00017979826176,0.52017979826176,0.0,-5.2017979826176,Up,False,-0.57570555873454,0.020000000000000018,0.48999999999999994
btc-updown-5m-1771999800,Up,0.518,0.0001792158179955024,0.5181792158179955,0.0,-5.181792158179955,Down,False,0.41495238781938626,0.020000000000000018,0.508
btc-updown-5m-1772000400,Up,0.52,0.00017979826176,0.52017979826176,1.0,4.7982020173824,Up,True,0.6020807106173532,0.020000000000000018,0.51
btc-updown-5m-1772000700,Up,0.5128571428571428,0.0001776621390772562,0.51303480499622,0.0,-5.1303480499622,Down,False,0.5330386595131407,0.022857142857142878,0.5014285714285714
btc-updown-5m-1772002800,Up,0.6297916666666666,0.00019000984049689546,0.6299816765071635,0.0,-6.299816765071635,Down,False,0.8573549514546129,0.08604166666666667,0.5867708333333334
btc-updown-5m-1772005500,Up,0.5358333333333333,0.00018396282155518125,0.5360172961548885,1.0,4.6398270384511155,Up,True,0.4018746344873548,0.022500000000000003,0.5245833333333333
btc-updown-5m-1772008200,Down,0.5341379310344828,0.00018355572943670574,0.5343214867639196,0.0,-5.343214867639196,Up,False,-0.6313329797191718,0.041724137931034494,0.4867241379310345
btc-updown-5m-1772020800,Down,0.53,0.00018252245761499997,0.530182522457615,1.0,4.69817477542385,Down,True,-0.45301751811428054,0.030000000000000027,0.485
btc-updown-5m-1772024400,Down,0.5305555555555556,0.00018266443178944374,0.530738219987345,0.0,-5.307382199873451,Up,False,-0.4769754626337048,0.03083333333333333,0.4848611111111111
btc-updown-5m-1772051400,Down,0.52,0.00017979826176,0.52017979826176,0.0,-5.2017979826176,Up,False,-0.5035582256232463,0.020000000000000018,0.49
btc-updown-5m-1772052300,Down,0.5266666666666667,0.00018164968921086422,0.5268483163558776,0.0,-5.268483163558776,Up,False,-0.5851898931414456,0.02666666666666669,0.48666666666666664
btc-updown-5m-1772053800,Up,0.51,0.00017676475330500002,0.510176764753305,0.0,-5.10176764753305,Down,False,0.48806230419475555,0.020000000000000018,0.5
btc-updown-5m-1772057700,Down,0.515,0.00017831921657390624,0.5151783192165739,1.0,4.848216807834262,Down,True,-0.40090423952092147,0.0247058823529412,0.4973529411764706
btc-updown-5m-1772058600,Up,0.534,0.00018352219189900323,0.534183522191899,0.0,-5.34183522191899,Down,False,0.6697397388756919,0.02400000000000002,0.522
btc-updown-5m-1772062500,Up,0.5554761904761906,0.0001879660363000582,0.5556641565124907,0.0,-5.556641565124907,Down,False,0.9353188521908226,0.043095238095238096,0.5339285714285714
btc-updown-5m-1772098500,Down,0.5490909090909091,0.00018681155099833168,0.5492777206419074,0.0,-5.492777206419074,Up,False,-0.824168868097643,0.029999999999999968,0.46499999999999997
